system:index,20200829T102031_20200829T102249_T32UNB_B2,20200829T102031_20200829T102249_T32UNB_B3,20200829T102031_20200829T102249_T32UNB_B4,20200829T102031_20200829T102249_T32UNB_B5,20200829T102031_20200829T102249_T32UNB_B6,20200829T102031_20200829T102249_T32UNB_B7,20200829T102031_20200829T102249_T32UNB_B8,20200829T102031_20200829T102249_T32UNB_EVI,20200829T102031_20200829T102249_T32UNB_IRECI,20200829T102031_20200829T102249_T32UNB_NDVI,20200829T102031_20200829T102249_T32UNB_SCL,20200901T103031_20200901T103505_T32UNB_B2,20200901T103031_20200901T103505_T32UNB_B3,20200901T103031_20200901T103505_T32UNB_B4,20200901T103031_20200901T103505_T32UNB_B5,20200901T103031_20200901T103505_T32UNB_B6,20200901T103031_20200901T103505_T32UNB_B7,20200901T103031_20200901T103505_T32UNB_B8,20200901T103031_20200901T103505_T32UNB_EVI,20200901T103031_20200901T103505_T32UNB_IRECI,20200901T103031_20200901T103505_T32UNB_NDVI,20200901T103031_20200901T103505_T32UNB_SCL,.geo
001200000000000042e5_3,5916,5456,5124,5566,5705,5715,6012,-2916,32767,797,9,1558,1622,1766,2227,2853,3138,2730,14677,32767,2144,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.554568507230009,50.81892025579657]}"
001200000000000042e5_4,5944,5468,5132,5566,5705,5715,6024,-2872,32767,799,9,1794,1858,2010,2227,2853,3138,2910,14841,32767,1829,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.554710460578098,50.818919581015464]}"
001200000000000042e5_5,5948,5468,5140,5549,5713,5708,6012,-2810,32767,781,9,1918,2076,2150,2609,3200,3423,3140,14945,32767,1871,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.554852413920736,50.81891890606167]}"
001200000000000042e5_6,5848,5480,5116,5566,5705,5715,5956,-2913,32767,758,9,1652,1686,1682,2227,2853,3138,2658,32767,32767,2248,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.55456744215981,50.81883033220538]}"
001200000000000042e5_7,5856,5480,5124,5566,5705,5715,5976,-2958,32767,767,9,1860,1860,1906,2227,2853,3138,2868,32767,32767,2015,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.554709395235307,50.81882965742643]}"
0012000000000000432e_0,5904,5556,5196,5615,5808,5706,6056,-3050,32767,764,9,11032,10840,10736,11529,11413,11184,11288,-1961,32767,250,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.613671818342553,50.811699845801634]}"
0012000000000000432e_1,5916,5580,5200,5671,5805,5742,6040,-2945,32767,747,9,10920,10712,10664,11535,11379,11166,10912,-885,32767,114,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.613813748310669,50.81169909919312]}"
0012000000000000432e_2,5844,5584,5208,5671,5805,5742,6084,-3370,32767,775,9,10912,10752,10696,11535,11379,11166,10936,-891,32767,110,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.613955678272754,50.811698352411966]}"
0012000000000000432e_3,5900,5524,5200,5633,5761,5753,6056,-3060,32767,760,9,10016,10416,10392,10914,10863,10830,10912,-7008,32767,244,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.613670640069031,50.81160992304526]}"
0012000000000000432e_4,5856,5580,5204,5626,5752,5754,6032,-3106,32767,736,9,10296,10216,10264,10793,10738,10665,10800,-2771,32767,254,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.61381256976468,50.81160917643912]}"
0012000000000000432e_5,5844,5572,5224,5626,5752,5754,6048,-3200,32767,731,9,10480,10312,10304,10793,10738,10665,10888,-2480,32767,275,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.613954499454294,50.811608429660346]}"
00120000000000004356_0,6088,5700,5428,5819,6089,6055,6308,-3243,32767,749,9,2210,2280,2046,2501,3503,3712,4276,-32768,32767,3527,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.645815367512974,50.80613060261946]}"
00120000000000004356_1,6088,5700,5368,5819,6089,6055,6284,-3195,32767,786,9,2114,2316,2152,2501,3503,3712,4200,32767,32767,3224,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.645957279730592,50.80612981697196]}"
00120000000000004356_2,6120,5700,5420,5846,6056,6049,6352,-3315,32767,791,9,2092,2060,1886,2177,3218,3564,4280,-32768,32767,3882,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.64567221581923,50.80604146580428]}"
00120000000000004356_3,6108,5680,5384,5847,6041,6060,6304,-3194,32767,787,9,2126,2114,1802,2055,2977,3314,4132,-32768,32767,3926,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.645814127770818,50.80604068033187]}"
00120000000000004356_4,6088,5700,5404,5847,6041,6060,6332,-3360,32767,790,9,2154,2164,1880,2055,2977,3314,4168,-32768,32767,3783,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.64595603971606,50.80603989468687]}"
00120000000000004356_5,6088,5688,5400,5847,6041,6060,6308,-3265,32767,775,9,1914,1812,1510,2055,2977,3314,3762,-32768,32767,4271,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.645812888035008,50.805950758042876]}"
00120000000000004356_6,6112,5732,5424,5847,6041,6060,6348,-3325,32767,784,9,1990,1880,1594,2055,2977,3314,3978,-32768,32767,4278,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.645954799707875,50.80594997240036]}"
00120000000000004360_0,5992,5612,5336,5780,5971,5943,6224,-3313,32767,768,9,3542,3574,3492,3858,4539,4748,5156,-32768,32767,1924,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.654450643926772,50.80455368578592]}"
00120000000000004360_1,5992,5600,5332,5780,5971,5943,6180,-3132,32767,736,9,3572,3624,3488,3858,4539,4748,5200,-32768,32767,1970,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.654307480747281,50.80446455958593]}"
00120000000000004360_2,5956,5576,5352,5780,5971,5943,6164,-3175,32767,705,9,3482,3538,3416,3858,4539,4748,5140,-32768,32767,2014,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.65444938767907,50.80446376362782]}"
00120000000000004360_3,5932,5612,5376,5797,5941,5939,6168,-3264,32767,686,9,3430,3438,3372,3781,4469,4732,5044,-32768,32767,1986,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.654591294604428,50.80446296749712]}"
00120000000000004360_4,5928,5620,5308,5757,5904,5953,6212,-3531,32767,784,9,3548,3494,3304,3659,4384,4595,5176,-29086,32767,2207,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.654306224778356,50.8043746374239]}"
00120000000000004360_5,6000,5628,5328,5757,5904,5953,6180,-3109,32767,740,9,3510,3452,3270,3659,4384,4595,5128,-29473,32767,2212,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.654448131437796,50.804373841468326]}"
00120000000000004360_6,5972,5612,5336,5771,5941,5957,6180,-3200,32767,732,9,3348,3354,3256,3609,4347,4591,5036,-32768,32767,2146,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.654590038090806,50.80437304534016]}"
00120000000000004377_0,5596,5316,5024,5466,5759,5853,6056,-4472,32767,931,9,2600,2812,2856,3028,3903,4234,4432,19043,32767,2162,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.672287024282404,50.80139467066473]}"
00120000000000004377_1,5636,5368,5040,5485,5737,5864,6048,-4213,32767,909,9,2770,3028,3000,3447,4224,4449,4572,21857,32767,2076,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.672428921399803,50.80139385287337]}"
00120000000000004377_2,5616,5336,5028,5485,5737,5864,6044,-4299,32767,917,9,2874,3112,3112,3447,4224,4449,4632,21714,32767,1962,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.672570818510597,50.801393034909424]}"
00120000000000004377_3,5592,5288,5060,5466,5759,5853,6000,-4212,32767,849,9,2788,2906,2856,3028,3903,4234,4484,32767,32767,2217,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.672285733943536,50.80130474878216]}"
00120000000000004377_4,5596,5316,5052,5485,5737,5864,6040,-4397,32767,890,9,2994,3060,3024,3447,4224,4449,4688,32767,32767,2157,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.672427630788636,50.801303930993384]}"
00120000000000004377_5,5620,5352,5068,5485,5737,5864,6024,-4180,32767,861,9,3122,3216,3044,3447,4224,4449,4792,-32768,32767,2230,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.672569527627132,50.801303113032056]}"
00120000000000004377_6,5560,5328,5044,5493,5746,5839,5960,-4182,32767,832,9,3090,3082,2918,3473,4283,4609,4696,-32768,32767,2335,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.672426340184076,50.801214009111995]}"
001200000000000043a4_0,6344,6032,5744,6154,6336,6351,6636,-3441,32767,720,9,4002,3836,3444,3676,4263,4401,4788,-7365,32767,1632,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.706228286150536,50.79364006212184]}"
001200000000000043a4_1,6412,5988,5728,6202,6373,6344,6608,-3092,32767,713,9,3930,3742,3494,3737,4301,4477,4696,-7878,32767,1467,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.706370158775377,50.79363920314333]}"
001200000000000043a4_2,6368,6004,5744,6154,6336,6351,6600,-3196,32767,693,9,3886,3606,3256,3676,4263,4401,4688,-7276,32767,1802,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.706085058684774,50.793550999563834]}"
001200000000000043a4_3,6420,6076,5772,6154,6336,6351,6616,-3057,32767,681,9,3972,3648,3266,3676,4263,4401,4688,-6457,32767,1787,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.70622693104438,50.79355014076058]}"
001200000000000043a4_4,6432,6060,5748,6202,6373,6344,6636,-3120,32767,717,9,3850,3658,3370,3737,4301,4477,4660,-8074,32767,1606,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.706368803397053,50.793549281784806]}"
001200000000000043a4_5,6372,6012,5736,6206,6378,6394,6624,-3289,32767,718,9,3672,3410,3168,3539,4157,4369,4584,-8968,32767,1826,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.706083703857724,50.79346107819845]}"
001200000000000043a4_6,6400,6068,5756,6206,6378,6394,6680,-3405,32767,743,9,3746,3442,3188,3539,4157,4369,4584,-7964,32767,1796,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.706225575945163,50.79346021939792]}"
001200000000000043a4_7,6408,6084,5756,6214,6366,6412,6684,-3392,32767,745,9,3792,3488,3264,3601,4190,4448,4596,-7818,32767,1694,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.706367448025667,50.79345936042488]}"
001200000000000043a5_0,6572,6132,5756,6188,6347,6327,6720,-3000,32767,772,9,3342,3254,3068,3416,4122,4348,4444,-15551,32767,1831,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.706934936278307,50.79345592280751]}"
001200000000000043a5_1,6540,6084,5724,6188,6347,6327,6748,-3217,32767,821,9,3100,3100,2952,3416,4122,4348,4332,-28630,32767,1894,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.707076808324114,50.793455062971866]}"
001200000000000043a5_2,6484,6076,5704,6158,6342,6321,6704,-3246,32767,805,9,2902,2952,2842,3187,3882,4165,4340,-32768,32767,2085,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.707218680362981,50.7934542029637]}"
001200000000000043a5_3,6540,6148,5768,6188,6347,6327,6748,-3184,32767,782,9,3272,3150,3072,3416,4122,4348,4416,-19869,32767,1794,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.706933579825192,50.7933660014571]}"
001200000000000043a5_4,6540,6104,5768,6188,6347,6327,6704,-3024,32767,750,9,3128,3056,2920,3416,4122,4348,4348,-22438,32767,1964,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.707075451598834,50.79336514162419]}"
001200000000000043a5_5,6540,6060,5748,6158,6342,6321,6720,-3099,32767,779,9,2958,2934,2790,3187,3882,4165,4328,-32768,32767,2160,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.707217323365533,50.793364281618764]}"
001200000000000043b9_0,4912,4756,4532,4988,5376,5441,5604,-6628,32767,1057,9,1836,1950,1962,2340,2917,3097,3198,25728,32767,2395,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.726116857846458,50.79522662472005]}"
001200000000000043b9_1,4928,4708,4524,4885,5286,5327,5620,-6531,32767,1080,9,1874,2032,2026,2382,2959,3121,3196,22534,32767,2240,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.726258734658003,50.79522574153526]}"
001200000000000043b9_2,4856,4696,4484,4885,5286,5327,5572,-6898,32767,1081,9,1760,2014,2028,2382,2959,3121,3132,13136,32767,2139,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.726400611462418,50.79522485817794]}"
001200000000000043b9_3,4872,4696,4548,4997,5356,5401,5584,-7062,32767,1022,9,1888,2000,1982,2323,2875,3061,3186,32752,32767,2329,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.726115464501612,50.79513670377399]}"
001200000000000043b9_4,4860,4676,4524,4970,5309,5354,5528,-6645,32767,998,9,1938,2022,2016,2285,2796,2928,3212,32767,32767,2287,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.726257341040968,50.795135820592016]}"
001200000000000043b9_5,4828,4684,4472,4970,5309,5354,5528,-6858,32767,1056,9,1874,2060,1984,2285,2796,2928,3254,28759,32767,2424,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.726399217573194,50.795134937237506]}"
001200000000000043b9_6,4836,4680,4476,4997,5356,5401,5512,-6639,32767,1037,9,1914,1924,1980,2323,2875,3061,3160,32767,32767,2295,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.726114071163895,50.79504678282651]}"
001200000000000043b9_7,4828,4684,4440,4970,5309,5354,5488,-6419,32767,1055,9,1960,2002,1996,2285,2796,2928,3184,32767,32767,2293,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.726255947431065,50.79504589964735]}"
001200000000000043d4_0,3640,3414,3204,3497,3995,4128,4404,-8172,32767,1577,9,786,780,761,961,1236,1363,1432,32767,32767,3059,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.7466201536736,50.79078057455605]}"
001200000000000043d4_1,3574,3352,3166,3497,3995,4128,4308,-8157,32767,1527,9,882,866,858,961,1236,1363,1340,-32768,32767,2192,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.746762016373266,50.79077966649348]}"
001200000000000043d4_2,3542,3326,3110,3454,3982,4145,4388,-9087,32767,1704,9,763,796,719,897,1308,1439,1578,32767,32767,3739,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.74661872121378,50.79069065395512]}"
001200000000000043d4_3,3486,3308,3110,3454,3982,4145,4248,-8791,32767,1546,9,792,808,754,897,1308,1439,1426,32767,32767,3082,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.746760583641331,50.79068974589543]}"
001200000000000043d4_4,3492,3338,3128,3470,3871,4023,4220,-8528,32767,1486,9,803,814,772,951,1286,1430,1344,-32768,32767,2703,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.746902446061547,50.79068883766324]}"
001200000000000043d4_5,3464,3250,3032,3454,3982,4145,4380,-9891,32767,1818,9,769,761,692,897,1308,1439,1562,-32768,32767,3859,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.74661728876129,50.79060073335273]}"
001200000000000043d4_6,3394,3234,3018,3454,3982,4145,4292,-10428,32767,1742,9,769,796,698,897,1308,1439,1524,-32768,32767,3717,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.746759150916725,50.790599825295935]}"
00120000000000004412_0,4656,4396,4316,4709,4977,5089,5492,-8326,32767,1199,9,5108,4644,4412,4654,4610,4621,4628,-749,32767,238,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.795139805206649,50.78227630421518]}"
00120000000000004412_1,4772,4488,4332,4709,4977,5089,5500,-6795,32767,1187,9,5268,4748,4464,4654,4610,4621,4664,-620,32767,219,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.794996445040775,50.78218735128126]}"
00120000000000004412_2,4756,4448,4300,4709,4977,5089,5548,-7220,32767,1267,9,5160,4628,4424,4654,4610,4621,4620,-650,32767,216,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.795138280124611,50.78218638450809]}"
00120000000000004412_3,4728,4452,4316,4692,5013,5114,5516,-7412,32767,1220,9,5136,4572,4344,4489,4434,4470,4548,-644,32767,229,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.795280115200644,50.78218541756246]}"
00120000000000004412_4,4820,4500,4332,4744,5007,5102,5516,-6377,32767,1202,9,5184,4676,4460,4832,4829,4893,4644,-615,32767,202,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.79499492023851,50.78209743156967]}"
00120000000000004412_5,4800,4464,4340,4744,5007,5102,5528,-6702,32767,1203,9,5112,4628,4444,4832,4829,4893,4568,-436,32767,137,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.795136755050375,50.782096464799565]}"
00120000000000004412_6,4772,4472,4332,4715,5011,5094,5516,-6914,32767,1202,9,5048,4584,4336,4559,4565,4615,4508,-586,32767,194,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.795278589854437,50.78209549785702]}"
00120000000000004418_0,4304,3992,3962,4287,4755,4900,5296,-10386,32767,1440,9,6112,5756,5340,5615,5404,5327,5468,-384,-32768,118,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.79980656133143,50.78143502735997]}"
00120000000000004418_1,4248,3968,3906,4287,4755,4900,5316,-11345,32767,1528,9,6068,5744,5296,5615,5404,5327,5464,-507,32767,156,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.799948393973473,50.78143405474854]}"
00120000000000004418_2,4340,4000,4026,4425,4740,4895,5376,-11186,32767,1435,9,6324,5712,5420,5788,5726,5748,5508,-234,32767,80,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.79966319496708,50.78134608017779]}"
00120000000000004418_3,4304,4000,3992,4357,4709,4869,5316,-10993,32767,1422,9,6348,5624,5368,5757,5680,5727,5528,-405,32767,146,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.799805027345016,50.78134510774189]}"
00120000000000004418_4,4268,3952,3874,4357,4709,4869,5288,-10166,32767,1543,9,6288,5684,5332,5757,5680,5727,5472,-361,32767,129,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.799946859715103,50.78134413513356]}"
00120000000000004418_5,4312,4040,4020,4425,4740,4895,5316,-11160,32767,1388,9,6348,5684,5492,5788,5726,5748,5480,32,32767,-10,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.799661661260469,50.78125616055518]}"
00120000000000004418_6,4284,4058,3990,4357,4709,4869,5316,-11538,32767,1424,9,6324,5672,5424,5757,5680,5727,5424,0,32767,0,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.799803493366449,50.78125518812238]}"
00120000000000004418_7,4300,3984,3894,4357,4709,4869,5316,-9960,32767,1543,9,6268,5636,5416,5757,5680,5727,5288,346,32767,-119,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.799945325464583,50.78125421551714]}"
00120000000000004424_0,3330,3016,2788,3019,3377,3500,4112,-8006,32767,1918,9,10432,9704,9288,9641,9200,8808,9240,90,-32768,-25,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.809139565181248,50.77975191548435]}"
00120000000000004424_1,3354,3030,2854,3019,3377,3500,4050,-7512,32767,1732,9,10408,9664,9288,9641,9200,8808,9184,197,-32768,-56,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.809281392407263,50.77975093154849]}"
00120000000000004424_2,3364,3056,2842,2992,3330,3450,4078,-7538,32767,1786,9,10568,9736,9288,9547,8981,8688,9320,-56,-32768,17,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.808996186426691,50.779662979806346]}"
00120000000000004424_3,3338,3098,2832,3059,3384,3471,4092,-7974,32767,1819,9,10488,9640,9216,9509,8987,8686,9256,-70,-32768,21,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.809138013388718,50.77966199604606]}"
00120000000000004424_4,3354,3098,2880,3059,3384,3471,4064,-7769,32767,1705,9,10472,9640,9240,9509,8987,8686,9216,43,-32768,-13,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.809279840342805,50.77966101211334]}"
00120000000000004424_5,3394,3116,2854,3059,3384,3471,4092,-7302,32767,1782,9,10448,9664,9152,9509,8987,8686,9208,-98,-32768,30,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.80913646160413,50.77957207660635]}"
00120000000000004424_6,3374,3106,2900,3059,3384,3471,4064,-7578,32767,1671,9,10432,9656,9168,9509,8987,8686,9200,-57,-32768,17,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.80927828828629,50.77957109267676]}"
0012000000000000442f_0,2784,2436,2064,2429,3416,3755,4060,-11251,32767,3259,8,7616,6744,6332,6733,6510,6434,6440,-212,32767,84,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.81776591826837,50.778252871748506]}"
0012000000000000442f_1,2798,2486,2110,2508,3371,3672,4060,-11432,32767,3160,8,7504,6772,6488,6858,6734,6670,6440,109,32767,-37,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.817622527892134,50.778163946706954]}"
0012000000000000442f_2,2844,2534,2142,2508,3371,3672,4008,-10438,32767,3034,8,7448,6744,6380,6858,6734,6670,6436,-125,32767,43,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.817764350016697,50.77816295247941]}"
0012000000000000442f_3,2806,2552,2056,2517,3325,3627,3994,-10277,32767,3203,8,7428,6696,6388,6760,6614,6517,6436,-109,32767,37,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.81790617213324,50.77816195807946]}"
0012000000000000442f_4,2852,2584,2172,2508,3371,3672,3968,-10230,32767,2925,8,7404,6836,6620,6858,6734,6670,6440,480,32767,-137,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.817620959920387,50.77807402743326]}"
0012000000000000442f_5,2786,2596,2122,2508,3371,3672,4000,-11280,32767,3067,8,7384,6744,6476,6858,6734,6670,6436,99,32767,-30,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.81776278177305,50.77807303320889]}"
0012000000000000442f_6,2762,2598,2056,2517,3325,3627,3968,-10839,32767,3173,8,7360,6744,6420,6760,6614,6517,6336,203,32767,-65,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.817904603617693,50.7780720388121]}"
00120000000000004437_0,5268,5128,4960,5340,5771,5892,5928,-6333,32767,889,9,9416,8848,8776,9063,8777,8648,8168,1551,-32768,-358,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.823987133699545,50.77712992526046]}"
00120000000000004437_1,5140,4992,4864,5324,5742,5838,5856,-7067,32767,925,9,9552,8976,8904,9656,9341,9157,8312,1494,32767,-343,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.823843735073691,50.77704100788952]}"
00120000000000004437_2,5284,5036,4928,5324,5742,5838,5928,-6048,32767,921,9,9624,9128,9056,9656,9341,9157,8376,1795,32767,-390,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.823985553581217,50.77704000611401]}"
00120000000000004437_3,5516,5176,5004,5446,5789,5927,6020,-4769,32767,921,9,9704,9272,9128,9789,9414,9250,8488,1680,32767,-363,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.824127372080659,50.777039004166085]}"
00120000000000004437_4,5068,4944,4808,5324,5742,5838,5876,-8127,32767,999,9,9808,9288,9208,9656,9341,9157,8576,1623,-32768,-355,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.82384215523533,50.77695108873844]}"
00120000000000004437_5,5540,5068,4888,5324,5742,5838,6068,-4794,32767,1077,9,9912,9440,9312,9656,9341,9157,8728,1499,-32768,-323,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.823983973470972,50.77695008696612]}"
00120000000000004437_6,5824,5220,4976,5446,5789,5927,6200,-4014,32767,1095,9,10000,9568,9336,9789,9414,9250,8784,1353,-32768,-304,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.824125791698531,50.77694908502139]}"
0012000000000000444e_0,4356,4038,4328,5067,5823,6331,5248,-15829,32767,960,9,3698,3498,3250,3537,3586,3640,3892,-3696,32767,898,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.841798122455886,50.77376524616471]}"
0012000000000000444e_1,4080,4144,4632,5656,6294,6728,5236,6216,32767,612,9,3652,3392,3210,3409,3507,3557,3804,-3433,32767,846,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.841939930410819,50.77376422260769]}"
0012000000000000444e_2,5132,4026,3960,4585,5309,5727,5664,-4699,32767,1770,9,3732,3378,3234,3460,3561,3599,3858,-3300,32767,879,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.84165470068658,50.77367635075427]}"
0012000000000000444e_3,4916,3964,4124,4585,5309,5727,5484,-5119,32767,1415,9,3598,3340,3174,3460,3561,3599,3808,-3835,32767,908,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.841796508377943,50.7736753273729]}"
0012000000000000444e_4,4576,3964,4332,5167,5902,6269,5380,-8890,32767,1079,9,3498,3344,3154,3290,3330,3395,3706,-3829,32767,804,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.841938316061048,50.773674303819135]}"
0012000000000000444e_5,5240,4292,3948,4585,5309,5727,5812,-4755,32767,1909,9,3510,3260,3208,3460,3561,3599,3670,-3391,32767,671,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.841794894308258,50.77358540857965]}"
0012000000000000444e_6,5060,4168,4124,5167,5902,6269,5724,-5346,32767,1624,9,3470,3292,3124,3290,3330,3395,3630,-3465,32767,749,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.841936701719536,50.77358438502915]}"
0012000000000000446d_0,1704,2200,1794,2900,5151,5499,5636,26525,32767,5170,10,3486,3422,2972,3268,3613,3626,4090,-6620,32767,1583,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.86597078462701,50.76945147240335]}"
0012000000000000446d_1,1672,2130,1676,2900,5151,5499,5816,31053,32767,5525,10,3550,3466,3144,3268,3613,3626,4100,-6530,32767,1319,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.866112578647371,50.76945041952299]}"
0012000000000000446d_2,1732,2172,1900,2870,4895,5301,5272,22888,32767,4701,10,3518,3060,2486,2658,3236,3340,3936,-4812,32767,2257,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.86582733070112,50.769362606815335]}"
0012000000000000446d_3,1674,2198,1754,2878,4929,5298,5616,26924,32767,5240,10,3574,3242,2676,2955,3362,3466,4100,-5354,32767,2101,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.86596912445822,50.76936155411069]}"
0012000000000000446d_4,1684,2146,1722,2878,4929,5298,5876,29016,32767,5467,10,3602,3382,2906,2955,3362,3466,4090,-5393,32767,1692,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.866110918206827,50.76936050123368]}"
0012000000000000446d_5,1660,2114,1800,2878,4929,5298,5296,23964,32767,4926,10,3542,3034,2542,2955,3362,3466,3978,-4895,32767,2202,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.86596746429792,50.76927163581658]}"
